idx,English,Darija,MSA,Checkbox,Darija corrected,Observations
5236,It's as you wish,كيفما بغيتي,كما تريد,TRUE,,
5237,Can you tell me more?,تاقدار تڭوليا لييا كتار?,هل يمكنك أن تخبرني أكثر؟,TRUE,تاقدار تڭوليا لييا كتار?,
5238,Work is stressful,لخدما مورهيقا,العمل مُجهِد,TRUE,,
5239,My husband doesn't understand how stressful my job is,راجلي ماكايفهامش شحال كاتعيّي خدمتي,زوجي لا يفهم مدى ضغط عملي,TRUE,,
5240,Did you tell her that?,واش ڭلتي ليها هادشي,هل أخبرتها بذلك؟,TRUE,واش ڭلتي ليها داكشي,
5241,He says that if I don't like my job then change it,كايڭول إلا ماعجباتنيش لخدما نبدلها,يقول إذا لم يعجبني عملي فعليّ تغييره,TRUE,,
5242,I work as a project manager for a big corporate company,كانخدام مودير ماشروع فشاريكا كبيرا,أعمل كمدير مشروع في شركة كبيرة,TRUE,,
5243,He's unemployed at the moment,هوا ماخادامش فهاد لواقت,إنه عاطل عن العمل في الوقت الحالي,TRUE,,
5244,he isn't making much effort to get a new job,هوا ماكايبدالش مجهود باش إلقا خدما جديدا,إنه لا يبذل الكثير من الجهد للحصول على وظيفة جديدة,TRUE,,
5245,His situation doesn't make him put himself in your position,لواضع ديالو ماكايخاليهش يحات راسو فبلاستاك,وضعه لا يجعله يضع نفسه مكانك,TRUE,,
5246,because they have to spend some relaxing days,حيت خاسهوم يداوزو شي يامات ديال راحا,لأنهم يجب أن يقضوا بعض الأيام المريحة,TRUE,,
5247,"He's resting a lot on you, obviously.","هوا متكّي عليك بزاف, باينا",إنه يعتمد عليك كثيرًا، بوضوح.,TRUE,,
5248,And I guess he's a little bored during the day,أُ كانادان بيلا كايحاس بلمالال شوييا فنهار,وأظن أنه يشعر ببعض الملل خلال النهار,TRUE,,
5249,he would like to find you available at night,كايبغيك تكوني موجودا فليل,يود أن يجدك متاحًا في المساء,TRUE,كايبغيك تكون موجود فليل,
5250,Yes and I'm bringing in the money,أه أُ أنا كانجيب لفلوس,نعم وأنا أجلب المال,TRUE,,
5251,I can't afford to change jobs at the moment or be unemployed,مانقدارش نتحامال نبدّل لخدامي فهاد لواقت ولا مانكونش خدّاما,لا أستطيع تحمل تغيير الوظائف في الوقت الحالي أو أن أكون عاطلاً عن العمل,TRUE,,
5252,I get in from work and still have to cook.,كاندخول من لخدما أُ كايخاسني نطاياب,أعود من العمل وما زلت بحاجة إلى الطهي.,TRUE,,
5253,Do you have any suggestions as to how I talk to him about this?,واش عنداك شي قتيراحات كيفاش ندوي معاه فهادشي?,هل لديك أي اقتراحات حول كيفية الحديث معه حول هذا الموضوع؟,TRUE,,
5254,You could talk to him about your feelings,تقادري دوي معاه علا لماشاعير ديالك,يمكنك أن تتحدثي معه عن مشاعرك,TRUE,,
5255,tell him you're tired and you need his help,ڭولي ليه بيلّا راكي عيانا أُ ماحتاجا لموساعادا ديالو,قل له أنك متعب وتحتاج إلى مساعدته,TRUE,,
5256,give him a reason to do it,عتيه ساباب باش يديرها,أعطه سببًا لفعل ذلك,TRUE,,
5257,"Hello, this is the first time I've seen you here!","أهلان, هادي أوال مرّا كانشوفك هنا",مرحباً، هذه هي المرة الأولى التي أراك فيها هنا!,TRUE,,
5258,Oh really!,وايلي!,يا حقًا!,TRUE,,
5259,That's funny,هادشي موضحيك,ذلك مضحك,TRUE,,
5260,I've been coming here for a while,من شحال هادي وانا كانجي لهنا,لقد كنت آتي إلى هنا منذ فترة,TRUE,,
5261,It's lovely here,زويون هنا,إنه جميل هنا,TRUE,,
5262,"Yes, it's very nice.",أه راه زويين بزاف,نعم، إنه جميل جدًا.,TRUE,,
5263,I try to give more to the ducks and swans than these greedy seagulls,كانحاوال نعتي لباط أُ لباجاع كتار من هاد ناوراس الطمّاع,أحاول أن أعطي البط والبجع أكثر من هذه النوارس الجشعة,TRUE,,
5264,Careful!,راد لبال,احذر!,TRUE,,
5265,Careful!,كون علا بال,احذر!,TRUE,,
5266,Careful!,أتّنتيون,احذر!,TRUE,,
5267,Don't fall in,ماتّيحش,لا تقع فيها,TRUE,,
5268,"Thank you, I tripped!","شوكران ليك, راه تعاكالت!",شكرًا، لقد تعثرت!,TRUE,,
5269,"I wanted to see the ducks again, they're so cute!","بغيت نشوف لباط مرّا خرا, راهوم زوينين بزاف",أردت أن أرى البط مرة أخرى، إنهم لطيفون جداً!,TRUE,,
5270,Is that your dog?,واش هادا لكالب ديالك?,هل ذلك كلبك؟,TRUE,,
5271,He's lovely,هوا فنيكيش,إنه رائع,TRUE,,
5272,"His name is Fetna, it's a long story","سمييتو فتنا, قيصا طويلا",اسمه فتنة، إنها قصة طويلة,TRUE,,
5273,I like to walk around here,كايعجبني نتمشا فهاد ناواحي,أحب أن أتمشى هنا,TRUE,,
5274,have you ever been in the woods nearby?,واش عامراك كنتي فلغابا لقريبا?,هل سبق لك أن كنت في الغابة القريبة؟,TRUE,,
5275,Oh I never go near the woods,"أُه, أنا ماكانمشيش حدا لغابا",آه، أنا أبدًا لا أذهب بالقرب من الغابة,TRUE,,
5276,Tell me about Fatna,عاود لييا علا فاتنا,أخبرني عن فاطنة,TRUE,,
5277,It's not a name I've ever heard before,هادي ماشي شي سمييا فايت سامع بيها من قبال,ليس اسمًا سمعته من قبل,TRUE,,
5278,"It's quite simple, actually","راه ساهلا, ساراحا",إنها بسيطة جدًا، في الواقع,TRUE,,
5279,"She was born on the day of the holiday and so we agreed to call her Fetna, as in the calendar",تولدات نهار لعيد أُ تافقنا نساميوها فتنا كيف ف ياوميا,ولدت في يوم العيد ولذلك اتفقنا على تسميتها فتنة، كما في التقويم,TRUE,,
5280,"It's silly, but it made us laugh with my parents","هادشي ساخيف, والاكين خلانا نداحكو معا واليديا",إنها سخيفة، ولكنها جعلتنا نضحك مع والديّ,TRUE,,
5281,It's silly,هادشي عابيط,إنها سخيفة,TRUE,,
5282,It's a good thing they didn't process their kids' names,راه حاجا مزيانا ماعالجوش سمييا ديال ولادهوم,من الجيد أنهم لم يقوموا بمعالجة أسماء أطفالهم,TRUE,,
5283,Why?,علاش?,لماذا؟,TRUE,,
5284,Because you'd be called Lent or something,حيت غادي إتمّاو لنت ولا شي حاجا بحال هاكّا,لأنه سيطلق عليك اسم الصوم أو شيء من هذا القبيل,TRUE,,
5285,I am a bit of a heathen,أنا واتهاني شوييا,أنا نوعاً ما وثني,TRUE,,
5286,I don't know anything about holy days or religious events,أنا ماعارفت تا حاجة علا هاد لييام لموقاداسّا ولا لموناسابات دينييا,لا أعرف أي شيء عن الأيام المقدسة أو الأحداث الدينية,TRUE,,
5287,Sorry,سماح لييا,آسف,TRUE,,
5288,"Imagine being born on the day of Saint Ignatius, or Ascension Day",تخايال التولد فياوم لقيديس إڭناتيوس ولا عيد الصوعود,تخيل أن تولد في يوم القديس إغناطيوس، أو يوم الصعود,TRUE,,
5289,Ha ha!,ها ها,ها ها!,TRUE,,
5290,No I see what you mean now,لا عرفت أش كاتعني دابا,لا، أرى ما تعنيه الآن,TRUE,,
5291,"Oh look, is that a Heron over there","أُه شوف, هاداك هرون لهيه",أوه انظر، هل ذاك بلشون هناك,TRUE,,
5292,How beautiful!,شحال زوين!,ما أجملها!,TRUE,,
5293,I must take a picture of it,خاسني ناخود ليها تسويرا,يجب أن ألتقط صورة له,TRUE,,
5294,Don't get too close!,ماتقرّبش بزاف!,لا تقترب كثيرًا!,TRUE,,
5295,It's a really nice place,بلاسا زوينا هادي ساراحا,إنه مكان لطيف للغاية,TRUE,,
5296,Do you live far from here?,واش كاتعيش بعيد علا هنا,هل تعيش بعيداً عن هنا؟,TRUE,,
5297,"Wait, I have to catch my dog","تسنا, خاسني نشد كلبي",انتظر، يجب أن أمسك كلبي,TRUE,,
5298,I have to go,خاسني نمشي,يجب أن أذهب,TRUE,,
5299,I live over there,أنا كانعيش لهيه,أعيش هناك,TRUE,,
5300,Oh look I can't wait till you catch him,أُه شوف أنا مانقدارش نتسنا حتا تشادو,آه انظر، لا أستطيع الانتظار حتى تمسك به,TRUE,,
5301,Might see you tomorrow,إمكن نشوفك غدّا,قد أراك غدًا,TRUE,,
5302,what kind of butter?,شمن ناوع ديال زبدا?,أي نوع من الزبدة؟,TRUE,,
5303,And what vegetables do we serve with these fish?,أُ أشناهييا لخودرا ليغادي تاعتيها لهاد لحوت?,وما هي الخضروات التي نقدمها مع هذه الأسماك؟,TRUE,,
5304,We'll have a garlic butter,غادي يكون عندنا زابدا ديال توما,سنحصل على زبدة بالثوم,TRUE,,
5305,I'd rather go home,حسن ليا نمشي لدّار,أفضل العودة إلى البيت,TRUE,,
5306,"Well as you asked about vegetables, I only gave my choice of vegetables, not other accompaniaments","واخا, حيت سولتي علا لخودرا, أنا عطيت غير لخييار ديال لخودرا, ماشي شي مورافيقات خرا",حسنًا، بما أنك سألت عن الخضروات، فقد قدمت فقط اختياري للخضروات، وليس أي إضافات أخرى,TRUE,,
5307,I don't think pasta and fish go well together,ماكانضنش شعريا أُ لحوت كايجيو مزيان معا بعضيياتهوم,أعتقد أن المعكرونة والسمك لا يتناسبان معًا,TRUE,,
5308,we all have different preferences,كولنا عندنا راغابات ماختالفا,لدينا جميعًا تفضيلات مختلفة,TRUE,,
5309,What do you think about potatoes?,أشنو راإياك ف لبطاطا?,ما رأيك في البطاطس؟,TRUE,,
5310,"No, no potatoes with a fish, depending on my taste","لا, لا بطاطا معا لحوت, حساب داوق ديالي",لا، لا أريد بطاطس مع السمك، حسب ذوقي,TRUE,,
5311,"What do you think, sir?",أش بان ليك أسيدي?,ما رأيك يا سيدي؟,TRUE,,
5312,Vegetable it is,لخودرا هيا لي كاينا,إنه خضار,TRUE,,
5313,The customer can always add a side order if they wish,لكليان إقدر ديما إزيد طالاب جانيبي إلا بغا,يمكن للعميل دائمًا إضافة طلب جانبي إذا أراد,TRUE,,
5314,Now can you start prepping the potatoes?,دابا تقدر توجّد بطاطا,هل يمكنك البدء الآن في تحضير البطاطس؟,TRUE,,
5315,that seems a lot,بان لييا هادشي بزاف,يبدو ذلك كثيرًا,TRUE,,
5316,What's the wine?,أشناهووا شراب?,ما نوع النبيذ؟,TRUE,,
5317,A white or a rosé?,بياض ولا واردي?,أبيض أم روزيه؟,TRUE,,
5318,Now what for dessert?,أُ دابا شنو ف الديسير?,والآن ماذا للحلوى؟,TRUE,,
5319,I suggest a light dessert,كانقتاراح ديسير خفيف,أقترح حلوى خفيفة,TRUE,,
5320,Maybe something lemony?,مومكين شي حاجا ب ليمون?,ربما شيء بنكهة الليمون؟,TRUE,,
5321,Lemon tart perhaps?,تورتا ديال ليمون إمكن?,ربما تارت الليمون؟,TRUE,,
5322,a light dessert sounds like a good idea,ديسير خفيف كايبان فيكرا زوينا,يبدو أن الحلوى الخفيفة فكرة جيدة,TRUE,,
5323,Either a lemon pie or a pineapple,إما حلوا ديال ليمون ولا أناناس,إما فطيرة الليمون أو أناناس,TRUE,,
5324,Both my favourites,بجوجهوم كانفادلوهوم,كلاهما المفضلان لدي,TRUE,,
5325,Which do you prefer?,أشمن واحدا كاتبضّل,أيهما تفضل؟,TRUE,أشمن واحدا كاتبفل,
5326,I'll let you choose as you'll be the one making it,غادي نخاليك تاختار حيت نتا ليغادي تقادها,سأترك لك الاختيار لأنك ستكون الشخص الذي سيقوم بصنعه,TRUE,,
5327,It's hard to choose,سعيب نختار,من الصعب الاختيار,TRUE,,
5328,"Personally, I will do pineapple slices with Armagnac",أنا شاخسييان غادي ندير شاراإح ديال أنانس أُ أرماڭناك,شخصياً، سأقوم بتحضير شرائح الأناناس مع أرمانياك,TRUE,,
5329,Shall I make you a hot chocolate?,واش نقاد ليك شوكلات سخون?,هل أعد لك كوباً من الشوكولاتة الساخنة؟,TRUE,,
5330,Everything will seem better after a nice warm drink,"غادي يولّي كولشي حسان, مورا ماشروب دافيء لاطيف",سيبدو كل شيء أفضل بعد مشروب دافئ لطيف,TRUE,,
5331,"That's sweet, but I prefer coffee","هادا حلو, والاكين كانفاضال لقاهوا",ذلك لطيف، ولكني أفضل القهوة,TRUE,,
5332,With sugar but the ideal would be a caipirinha!,معا سوكار والاكين أحسان حاجة غاتكون هيا كايپرينها!,مع السكر ولكن الأمثل سيكون كايبيرينيا!,TRUE,,
5333,Oh dear!,يا سالام!,يا عزيزي!,TRUE,,
5334,It must have been a really tough day,باينا كان نهار سعيب بزاف,لابد أنه كان يومًا صعبًا حقًا,TRUE,,
5335,Would you like to talk about it?,بغيتي تاهدار عليه,هل تود الحديث عن ذلك؟,TRUE,,
5336,What went on at work in the end?,شنو ترا فلخدما فلخر?,ما الذي حدث في العمل في النهاية؟,TRUE,,
5337,Did you manage to meet the deadline?,واش قدارتي توفي بلموعيد نيهاإ?,هل تمكنت من الالتزام بالموعد النهائي؟,TRUE,,
5338,"Yes, very hard day","أياه, نهار صعيب بزاف.",نعم، يوم صعب جداً,TRUE,,
5339,We have lost an important contract and we don't understand why,خاسرنا كونترات موهيما أُمافهامناش علاش,لقد فقدنا عقدًا مهمًا ولا نفهم لماذا,TRUE,,
5340,Did they not explain why?,ماشرحوش علاش?,ألم يشرحوا السبب؟,TRUE,,
5341,No explanations at all?,مافسروش ڭاع?,لا توجد أي تفسيرات على الإطلاق؟,TRUE,,
5342,"Yes, of course we had some explaining to do","أه, بتابيعت لحال كان عندنا شارح نديروه",نعم، بالطبع كان علينا أن نقدم بعض التوضيحات,TRUE,,
5343,"We don't, according to them, responded to all their technical requirements","حنا ماكانستاجبوش, علا حساب هدارتهوم, ل ڭاع ألموتاتلّابات التيقنيا ديالهوم.",نحن لم نستجب، بحسب قولهم، لجميع متطلباتهم التقنية,TRUE,,
5344,"Besides, we were too expensive","أُ زيد علا داكشي, كنّا غاليين فتامان.",إلى جانب ذلك، كنا مكلفين للغاية,TRUE,,
5345,Whose job was it to negotiate the contract?,شكون لي كان خاسّو إتفاود علا لعاقد?,من كانت مهمته التفاوض على العقد؟,TRUE,,
5346,Surely there's some way to lower the prices a bit?,طابعان كانت شي طاريقا باش إهبات تامان شوييا?,بالتأكيد هناك طريقة ما لخفض الأسعار قليلاً؟,TRUE,,
5347,Let us go do some archery,خالينا نمشيو ناديرو شويا ت ريمايا,لنذهب لنمارس بعض الرماية,TRUE,,
5348,It was really good fun yesterday,كان مومتيع لبارح بلمعقول,كان الأمس ممتعًا حقًا,TRUE,,
5349,I am sure you would enjoy it!,أنا ماتءكد أناك كنتي غادي تستامتاع بيه!,أنا متأكد أنك ستستمتع به!,TRUE,,
5350,"Uhhhh, archery?","وهههه, ريمايا?",آه، الرماية؟,TRUE,,
5351,It's quite original,هادشي أُريڭينال,إنه أصيل جدًا,TRUE,,
5352,Can we do this close?,واش مومكين ناديروه أُحنا قراب هاكّا?,هل يمكننا أن نفعل هذا عن قرب؟,TRUE,,
5353,I've never done this before,ماعمارني دارت هادشي قبل,لم أفعل هذا من قبل,TRUE,,
5354,You what?,نتا أش?,أنت ماذا؟,TRUE,,
5355,"Sorry, I didn't catch what you said","سماح لييا, ماشدّيتش أش ڭالتي",آسف، لم أفهم ما قلته,TRUE,,
5356,"Yeah, I'm asking if we can shoot the archery nearby","أه, كانسول واش مومكين نرميو من بلاسّا قريبا",نعم، أنا أسأل إذا كان بإمكاننا ممارسة الرماية بالقرب من هنا,TRUE,,
5357,"Oh yeah, just over there behind the tennis courts","أه أياه, هير تما مورا لمالعاب ديال تنّيس",آه نعم، فقط هناك خلف ملاعب التنس,TRUE,,
5358,There are about 10 lanes and a couple of instructors,كاين تما تاقريبان 10 ديال لمامرات أُ جوج مادرّيبين,يوجد حوالي 10 مسارب وبعض المدربين,TRUE,,
5359,Archery is a pretty tiring sport,الريمايا رييادا كاتعيي بزاف,الرماية هي رياضة متعبة إلى حد ما,TRUE,,
5360,I'd rather stay by the pool,كانفدل نبقا حدا لمسباح,أفضل البقاء بجانب المسبح,TRUE,,
5361,I'd rather stay by the pool,كانفدل نبقا حدا لاپيسين,أفضل البقاء بجانب المسبح,TRUE,,
5362,That's so boring,هادشيّ موميل بزف,ذلك ممل للغاية,TRUE,هادشيّ موميل بزاف,
5363,"Oh come on, I've had enough of getting burnt in the sun and doing crosswords","أودي هير أجي, راه ملّيت مان نتحرق فشمس أُنلعاب لكاليمات لموتاقاتيعا",آه تعال، لقد سئمت من الاحتراق في الشمس وحل الكلمات المتقاطعة,TRUE,,
5364,"If you don't like archery, how about rock climbing?","إلا ماكنتيش كاتعجباك ريمايا, أش باليك ف تاسلّوق لحجر?",إذا لم يعجبك الرماية، ما رأيك في تسلق الصخور؟,TRUE,,
5365,"Wait, that's quite tiring too","صبر, تاهادا كايعيّي",انتظر، هذا متعب جدًا أيضًا,TRUE,,
5366,What do you suggest?,شنو كاتقتارح,ماذا تقترح؟,TRUE,,
5367,other than staying by the pool of course!,من غير نبقاو حدا لمسباح بتابيعت لحال!,بخلاف البقاء بجانب المسبح بالطبع!,TRUE,,
5368,I look great in climbing,كانبان واعر فتاسلوق,أبدو رائعًا أثناء التسلق,TRUE,,
5369,Where is it in the area the possibility of making this sport?,فين كاين فلمينطاقا إمكانييات موماراسات هاد ريياضا?,أين يمكن في المنطقة ممارسة هذه الرياضة؟,TRUE,,
5370,You can see them from here,مومكين ليك تشوفهوم من هنا,يمكنك رؤيتهم من هنا,TRUE,,
5371,it's not very high,ماشي عالييا بزف,ليس مرتفعًا جدًا,TRUE,,
5372,it's not very high,ماعالياش بزاف,ليس مرتفعًا جدًا,TRUE,,
5373,but they have different levels of difficulty,والاكين عندهوم موستاوايات مختالفين ديال الصوعوبا,لكن لديهم مستويات مختلفة من الصعوبة,TRUE,,
5374,so it's fun for all the family,داكشي علاش هيا مومتيعا لڭاع أفراد لعاإلا,إذًا هو ممتع لجميع أفراد العائلة,TRUE,,
5375,so they say!,كيف كايڭولو!,هكذا يقولون!,TRUE,,
5376,so they say!,كيمّا كايڭولو!,هكذا يقولون!,TRUE,,
5377,"Okay, but is there a guide to help us?","واخا, والاكين واش كاين شي ڭويد غادي إعاونّا?",حسنًا، ولكن هل يوجد دليل لمساعدتنا؟,TRUE,,
5378,"Yeah, there should be someone there","أياه, داروري غادي إكون شي حد تماك",نعم، يجب أن يكون هناك شخص ما,TRUE,,
5379,At least somebody who can get us kitted out,عال أقال شي حاد لي غادي إجهّزنا,على الأقل شخص يمكنه أن يزودنا بالمعدات,TRUE,,
5380,"It's pretty safe, I'm sure","هادشي أامين, أنا متءكّد",إنه آمن جدًا، أنا متأكد,TRUE,,
5381,So are you up for it?,إوا مستعد?,فهل أنت مستعد لذلك؟,TRUE,,
5382,I'd like to try climbing,ماكراهتش نجارّاب تاسالّوق,أود أن أجرب التسلق,TRUE,,
5383,but I'm wondering if it wouldn't be better to stay here quietly by the pool,والاكين كانتساءل واش ماشي حسن نبقا هي هنا مرتاح حدا لا پيسسين,لكن أتساءل إذا كان من الأفضل أن أبقى هنا بهدوء بجانب المسبح,TRUE,,
5384,But you always want to stay quietly by the pool whenever we're on holiday,والاكين ديما كاتبغي تبقا مرتاح حدا لمسباح ملّي كانكونو فعوتلا,ولكنك دائمًا ترغب في البقاء بهدوء بجانب المسبح كلما كنا في عطلة,TRUE,,
5385,I actually thought I'd managed to convince you for once!,كنت كانضن أناني قدارت نقنعاك والاو مارا وحدا!,فعلاً ظننت أنني نجحت في إقناعك لمرة واحدة!,TRUE,,
5386,Are you going to say the same thing tomorrow?,واش غادي تڭول نافس لحاجا غدا?,هل ستقول نفس الشيء غدًا؟,TRUE,,
5387,Maybe tomorrow I'll have a little more courage to go rock climbing with you,مومكين غدا غادي تكون عندي شوييا ديال شاجاعا باش نتسالاق معاك الصوخور,ربما غدًا سأمتلك القليل من الشجاعة أكثر للذهاب لتسلق الصخور معك,TRUE,,
5388,"Or, we could go now, while you haven't had enough time to change your mind!",أُلا نقدرو نمشيو دابا ماحداك مازال معنداكش لواقت باش تبادال راإي ديالك!,أو يمكننا أن نذهب الآن، قبل أن تجد الوقت الكافي لتغيير رأيك!,TRUE,,
5389,"I'd like to go with you, but not today","بغيت نمشي معاك, والاكين ماشي ليوم",أود الذهاب معك، ولكن ليس اليوم,TRUE,,
5390,what the hell are you doing,أشاوا كاترووّن,ما الذي تفعله بحق الجحيم,TRUE,,
5391,Why not,علاش لا,لما لا,TRUE,,
5392,all the kids have left now so they won't get in our way,ڭاع دراري مشاو دابا إدان ماغاديش يوقفو فطريقنا,لقد غادر جميع الأطفال الآن حتى لا يعترضوا طريقنا,TRUE,,
5393,We have the pool for both of us,عندنا لا پيسسين لينا بجوج,لدينا المسبح لنا كلاً منا,TRUE,,
5394,I'll race you to the other side,غادي نتسابق معاك لجّيها لوخرا,سأسابقك إلى الجانب الآخر,TRUE,,
5395,I'm sure I'll win,أنا متأكد بلي غادي نرباح,أنا متأكد من أنني سأفوز,TRUE,,
5396,"Come on, let's go!","يالاه, مشينا!",هيا بنا نذهب!,TRUE,,
5397,What's wrong?,شنو لموشكيل?,ما المشكلة؟,TRUE,,
5398,What's wrong?,فين كاين لموشكيل?,ما المشكلة؟,TRUE,,
5399,What's wrong?,أشنو لموشكيل?,ما المشكلة؟,TRUE,,
5400,What's wrong?,أشناهووا لموشكيل?,ما المشكلة؟,TRUE,,
5401,I want to get off,بغيت نخرج,أريد أن أنزل,TRUE,,
5402,Can we get off?,واش إمكان لينا نخورجو?,هل يمكننا النزول؟,TRUE,,
5403,"No, she'll try to get me to stay on",لا غادي تحاول تبزاز عليا نبقا,لا، ستحاول أن تجعلني أبقى,TRUE,,
5404,But I really don't want to be on this plane,والاكين أنا بساح مابغيتش نكون ف هاد تيارا,ولكني حقًا لا أريد أن أكون على هذه الطائرة,TRUE,,
5405,Where are you going?,فين غادي?,إلى أين أنت ذاهب؟,TRUE,,
5406,You're going on vacation?,واش نتا خارج عوتلا?,هل أنت ذاهب في إجازة؟,TRUE,واش غادي عطلة,
5407,Is this about work?,واش هادشي علا لخدما?,هل هذا يتعلق بالعمل؟,TRUE,,
5408,My boss won't be happy,الراإس ديالي ماغاديش إكون فارحان,رئيسي لن يكون سعيدًا,TRUE,,
5409,My boss won't be happy,شف ديالي ماغاديش إكون فرحان,رئيسي لن يكون سعيدًا,TRUE,,
5410,"Yes, it's for work","أه, راه ت لخدما",نعم، إنها من أجل العمل,TRUE,آه، ديال الخدمة,
5411,But I haven't prepared the presentation I'm meant to be doing whilst there,والاكين ماوجادتش ل پرسنتاتيون لي خسني ندير فاش نكون تمّا,لكنني لم أعد العرض التقديمي الذي يفترض أن أقوم به هناك,TRUE,,
5412,And I really don't trust this thing to stay up in the air,أُ أنا بساح ماكانتيقش فهاد شي باش نبقا فسما,وأنا حقاً لا أثق بأن هذا الشيء سيظل معلقاً في الهواء,TRUE,,
5413,To be honest,باش نكون معاك صاريح,لكي أكون صادقًا,TRUE,,
5414,To be honest,باش نكون صاريح,لكي أكون صادقًا,TRUE,,
5415,To be honest,باش نجيك ديركت,لكي أكون صادقًا,TRUE,,
5416,I don't really trust anybody at the moment,أنا صاراحا ماكانتيقش فتا حد فهاد لواقت,لا أثق حقًا بأحد في الوقت الحالي,TRUE,,
5417,What's the presentation?,أشناهيا ل پرسنتاتيون?,ما هي العرض التقديمي؟,TRUE,,
5418,You may have time to think about it now,إقدار إكون عانداك لواقت باش تفاكار فيها دابا,قد يكون لديك وقت للتفكير في الأمر الآن,TRUE,,
5419,I think we work really well here,كانضن بلي كانخادمو بشاكال مزيان هنا,أعتقد أننا نعمل بشكل جيد للغاية هنا,TRUE,,
5420,"Once above the clouds, everything is calm","غير تكون فوق سحاب, كايكون كولشي هوا هاداك",ما إن تكون فوق الغيوم، حتى يصبح كل شيء هادئًا,TRUE,,
5421,there's light,كاين الضو,هناك ضوء,TRUE,,
5422,it gives you ideas,كايعتيك أفكار,إنه يُعطيك أفكارًا,TRUE,,
5423,And the plane is an extremely safe transport,أُ طيارا واسيلا ديال ناقل أمينا بزاف,والطائرة وسيلة نقل آمنة للغاية,TRUE,,
5424,It's the safest way to travel in the air,هيا طاريقا ل أكتار أمانان باش تسافار فسما,إنها أأمن طريقة للسفر جواً,TRUE,,
5425,you're probably right,غاليبان عنداك صاح,ربما أنت على حق,TRUE,,
5426,I'm not joking,أنا ماكاندحاكش,أنا لا أمزح,TRUE,,
5427,I'm getting off,أنا غادي نزال,أنا أنزل,TRUE,,
5428,Wait!,تسانّا!,انتظر!,TRUE,,
5429,They serve excellent breakfast after takeoff,كايقدّمو فطور راإع من باعد ل إقلاع,يقدمون وجبة إفطار ممتازة بعد الإقلاع,FALSE,,
5430,Do you like onions?,واش كاتعجباك لباصلا?,هل تحب البصل؟,TRUE,,
5431,is it enough to compensate for being in this prison?,واش هادشي كافي باش إعوّض علا لووجود ديالك فهاد لحابس?,هل هو كافٍ للتعويض عن كوني في هذا السجن؟,TRUE,,
5432,It might be,مومكين,قد يكون,TRUE,,
5433,It might be,إقدر,قد يكون,TRUE,,
5434,What flavours do they have?,أشمان ناكهات عندهوم?,ما هي النكهات التي يمتلكونها؟,TRUE,,
5435,I get on a plane every week,كاناخد طيارا كول سيمانا,أركب الطائرة كل أسبوع,TRUE,,
5436,Sometimes even a few times a week,شي مارارت مرات بزاف فسيمانا,أحيانًا حتى عدة مرات في الأسبوع,TRUE,شي مرات بزاف فسيمانا,
5437,That's really nice,هادشي واعر نيت,ذلك جميل جدًا,TRUE,,
5438,And today's team is one of my favorites,أُلفارقا ديال ليوم هيا من أحسان واحدين عندي,وفريق اليوم هو أحد المفضلين لدي,TRUE,,
5439,They know me well,كايعارفوني مزيان,إنهم يعرفونني جيدًا,TRUE,,
5440,They always give me extra cakes,ديما كايعطيوني كيكات زايدين,دائمًا ما يعطونني كعك إضافي,TRUE,ديما كايعطيوني كيكا زايدة,
5441,I'll ask them for you too,غادي نطلاب منهوم ليك تانتا,سأسألهم من أجلك أيضًا,TRUE,,
5442,"Stay, you'll see","بقا, دابا تشوف",ابقَ، سترى,TRUE,,
5443,it's not as bad as you think,راه ماخايبش كيما كادان,ليس سيئًا كما تظن,TRUE,راه ماخايبش كيما كاضن,
5444,It's very nice!,راه زوين بزاف!,إنه جميل جدًا!,TRUE,,
5445,"And when you get there, you'll be proud of yourself!","أُملي توسال لتما, غادي تكون فاخور براسك!",وعندما تصل هناك، ستكون فخورًا بنفسك!,TRUE,,
5446,"Well, ok","إوا, واخا",حسنًا، حسنًا,TRUE,,
5447,If you're very sure,إلا كانتي متءكاد بزاف,إذا كنت متأكدًا جدًا,TRUE,,
5448,I do like a good cake,أنا كاتعجبني كيكا مزيانا,أنا أحب كعكة جيدة,TRUE,,
5449,"Oh, here's the hostess!","أُه, هاهيا لموديفا!",آه، ها هي المضيفة!,TRUE,,
5450,"Christine, do you have any cake in advance for my friend?","شريستين, واش عنداك شي كيكا هيا لولا لساحبي?",كريستين، هل لديكِ أي كعكة مُعدة مُسبقًا لصديقي؟,TRUE,"كريستين, واش عنداك شي كيكا هيا لولا لصاحبي?",
5451,It is his first night here,هادي الليلا لولا ديالو هنا,هذه أول ليلة له هنا,TRUE,,
5452,"So, it's good?","إدان, مزيان?",إذًا، هو جيد؟,TRUE,,
5453,Although I'm a bit worried about the fact that they have ovens onboard,واخا أنا مشووش شوييا حيت عندهوم فرّان فطيّارا,على الرغم من أنني قلق بعض الشيء حول حقيقة أن لديهم أفران على متن الطائرة,TRUE,,
5454,Ah!,أه!,آه!,TRUE,,
5455,We took off and you didn't even notice,راه قلّعنا أُنتا ڭاع ماردّيتي لبال,أقلعنا وأنت لم تلاحظ حتى,TRUE,,
5456,Look how pretty the clouds are up there!,شوفو شحال السحاب زوين لهيه!,انظر كم هي جميلة السحب هناك في الأعلى!,TRUE,,
