Darija,English,MSA
النقد اليبيرالي لجهود إعادة الترميم ركز على إرساء عقود إعادة البناء لالعاملين بالبيت الأبيض.,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,وقد ركزت الانتقادات الليبرالية لجهود إعادة الإعمار على منح عقود إعادة الإعمار إلى من ينظر إليهم على أنهم من الداخل في واشنطن.
تبع ليغينز الطريق ديال باه ودار مسيرة فالطب.,Liggins followed in his father’s footsteps and entered a career in medicine.,اتبع ليجينز خطى والده ودخل مهنة في الطب.
حتى هو بحال بزاف ديال الخبراء لوخرين عندو شك فإمكانية علاج السكري، وكيشير أن نتائج هاد البحث معندهاش علاقة بالناس اللي عندهم داء السكري من النوع الأول.,"Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",مثل بعض الخبراء الآخرين ، هو متشكك في ما إذا كان يمكن علاج مرض السكري ، مشيرًا إلى أن هذه النتائج ليس لها أي صلة بالناس الذين يعانون بالفعل من مرض السكري من النوع الأول.
كتصرف زمر الأسود بحال قطعان الذئاب والكلاب حيوانات كتشبه للأسود (ولكن ماشي بحال القطط الكبيرة الأخرى) فالسلوك وشديدة الافتراس للفرائس ديالها.,"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.",تتصرف فخريات الأسود مثل مجموعات من الذئاب أو الكلاب ، وهي حيوانات مشابهة بشكل مفاجئ للأسود (ولكن ليس القطط الكبيرة الأخرى) في السلوك ، وهي أيضًا مميتة للغاية لفريستها.
الأسود هي أكثر القطط اجتماعية لاحقاش تيعيشو فمجموعات تيتسماو الزمرة.,"Lions are the most social cats, living in large groups called prides.",الأسود هي القطط الأكثر اجتماعية، وتعيش في مجموعات كبيرة تسمى الفرائد.
كتكون الأسود والفهود والنمور حشمانة بعض المرات وتقدر تشوفها مزيان بالمنظار.,"Lions, cheetahs and leopards are sometimes shy and you will see them better with binoculars.",الأسود والشيتا والنمور في بعض الأحيان خجولة وسوف ترى لهم أفضل مع منظار.
السلطات المحلية كتحذر الناس اللي ساكنين حدا المعمل أنهم يبقاو فديورهم ويطفيو المكيفات وميشربوش الما دروبيني.,"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.",تحذر السلطات المحلية السكان في محيط المصنع من البقاء في الداخل وإيقاف تشغيل مكيفات الهواء وعدم شرب مياه الصنبور.
بالرغم أنهم بانو ضعاف فالماتش ضد الشقيقات الجنوبيات ديالهم إلا أن جنوب إفريقيا تطورات بشكل مستمر بتقدم البطولة.,"Looking decidedly rusty in the game against their southern sisters, South Africa however steadily improved as the tournament progressed.",ومع ذلك ، تحسنت جنوب أفريقيا بشكل مطرد في المباراة ضد أخواتها الجنوبية مع تقدم البطولة.
التهاب الدماغ هو مرض ممكن يقيس الجهاز العصبي الأوسط اللي كيتكون من الدماغ والنخاع الشوكي والعصب البصري.,"MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord and the optic nerve.",التصلب المتعدد هو مرض يؤثر على الجهاز العصبي المركزي ، الذي يتكون من الدماغ والحبل الشوكي والعصب البصري.
كاتضمن ماتشو بيتشو ثلاثة دالبنايات هما إينتيهواتانا و معبد الشمس وغرفة المنافذ الثلاثة.,"Machu Picchu consist of three main structures, namely Intihuatana, the Temple of the Sun, and the Room of the Three Windows.",تتكون ماشو بيكشو من ثلاثة هياكل رئيسية ، وهي Intihuatana ، ومعبد الشمس ، وغرفة النوافذ الثلاثة.
كتعتبر مدغشقر هي أكبر وقارة بوحدها فاش تنتكلمو على الحياة البرية.,"Madagascar is by far the biggest, and a continent on its own when it comes to wildlife.",مدغشقر هي الأكبر بكثير، وقارة بمفردها عندما يتعلق الأمر بالحياة البرية.
المطبخ المايوركي، بحال دوك اللي فمنطقة البحر الأبيض المتوسط، كيركز على الخبز، والخضر واللحم (خصوصا لحلوف)، وكيستعمل زيت الزيتون.,"Majorcan cuisine, like that of similar zones in the Mediterranean, is based on bread, vegetables and meat (specially pork), and uses olive oil throughout.",تعتمد المأكولات في مايلوركا ، مثل المناطق المماثلة في البحر الأبيض المتوسط ، على الخبز والخضروات واللحوم (خاصة لحم الخنزير) ، وتستخدم زيت الزيتون في كل مكان.
بزاف دالبضائع المخبوزة الألمانية تيكون فيها اللوز، والفستق، ومكسرات أخرى دالأشجار. الكيكات المشهورة تاتكون ديما مع كأس قاسح دالقهوة.,"Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee.",تحتوي العديد من البضائع المخبوزة الألمانية أيضًا على اللوز والمكسرات وغيرها من المكسرات الشجرية. غالبًا ما تتزامن الكعك الشهير بشكل خاص مع كوب من القهوة القوية.
بزاف ديال الصيغ (بحال APS كمثال) تقريبا مساوية ولا قريبة لهاد النسبة.,"Many common formats (APS family of formats, for example) are equal to or closely approximate this aspect ratio.",العديد من التنسيقات الشائعة (عائلة APS من التنسيقات ، على سبيل المثال) تساوي أو تقترب بشكل وثيق من نسبة الجانب هذه.
بزاف لاحظو أن الإيقاعات فعلم وظائف الأعضاء والسلوك دائما تيعتامدو على دورات داخلية والإنتاج ديالها عبر الساعة البيولوجية.,Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.,غالبًا ما تعتمد العديد من الإيقاعات الملاحظة في الفسيولوجيا والسلوك بشكل حاسم على وجود الدورات الداخلية وإنتاجها من خلال الساعات البيولوجية.
بزاف دالعادات اللي عندها علاقة بالاحتفال بالعيد خداوها الناس اللي مكيآمنوش فالدول المسيحية والناس اللي ماشي مسحيين فالعالم.,Many of the traditions surrounding the holiday have been adopted also by non-believers in Christian countries and non-Christians around the world.,تم تبني العديد من التقاليد المحيطة بالعطلة أيضًا من قبل غير المؤمنين في البلدان المسيحية وغير المسيحيين في جميع أنحاء العالم.
بزاف دعلماء الحفريات تيآمنو أن واحد المجموعة دالدينصورات عاشو ومازالين عايشين اليوم. وتنسميوهوم الطيور.,Many paleontologists today believe that one group of dinosaurs survived and is alive today. We call them birds.,يعتقد العديد من علماء الحفريات اليوم أن مجموعة واحدة من الديناصورات نجت وهي حية اليوم.
بزاف دالناس متيشوفوهمش كدينصورات لاحقاش عندهم الريش وتيطيرو.,Many people don't think about them as dinosaurs because they have feathers and can fly.,الكثير من الناس لا يفكرون فيهم كديناصورات لأن لديهم ريش ويمكنهم الطيران.
بزاف دالرحلات للشعاب المرجانية كتدار على طول العام، والإصابات فهاد الشعاب المرجانية نادرة.,"Many trips to the reef are made all year around, and injuries due to any of these causes on the reef are rare.",يتم إجراء العديد من الرحلات إلى الشعاب المرجانية على مدار السنة ، والإصابات الناجمة عن أي من هذه الأسباب على الشعاب المرجانية نادرة.
أدى مارتيلي البارح القسم في المجلس الانتخابي المؤقت (سيب) المكون من 9 أعضاء.,Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,حلف مارتلي مجلسًا انتخابيًا مؤقتًا جديدًا من تسعة أعضاء أمس.
ملكية الكبيرة للسيارات كيأدي لارتفاع مؤشر الحوادث واللي بدورو تيأدي لاخراع تقنيات جديدة فالمجال الصحي باش تعالج الأجسام المعطوبة.,"Mass car ownership also leads to a higher incidence of accidents on the roads, which leads to the invention of new techniques in healthcare for repairing damaged bodies.",كما أن امتلاك السيارات بشكل جماعي يؤدي إلى زيادة عدد الحوادث على الطرق، مما يؤدي إلى اختراع تقنيات جديدة في الرعاية الصحية لإصلاح الأجسام المتضررة.
غالبا أفراد ثقافة فرعية تيميزو راسهم باستخدام متميز ورمزي للأسلوب اللي ممكن يكون فالباس والتصرفات و اللهجة.,"Members of a subculture often signal their membership through a distinctive and symbolic use of style, which includes fashions, mannerisms, and argot.",غالبًا ما يشير أعضاء ثقافة فرعية إلى عضويتهم من خلال استخدام أسلوب مميز ورمزي ، والذي يشمل الأزياء والأساليب والعبارات.
كمل ميكل شوماخر السباق ديالو بمدة قليلو من بعد ألونسو، بسبب تعطل بلايص العجلات فالمواجهات العديدة فالسباق.,"Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.",أنهى مايكل شوماخر سباقه بعد فترة وجيزة من ألونسو ، بسبب تلف التعليق في المعارك العديدة خلال السباق.
قدم رجال المضرب من الدرجة المتوسطة، ساشين تندولكر و راهول درافيد، أداء متميز ودارو 100 جرية مشتركة.,"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.",قام لاعبي النظام الأوسط، Sachin Tendulkar و Rahul Dravid، بأداء جيد وقاموا بشراكة مئة رن.
الحضارات الصغيرة غالبا كتختفي بدون ما أنها تخلي معالم أثرية باينة وكتفشل فأنها يتم اعتبارها كحضارة خالصة.,Minor cultures often vanish without leaving relevant historic evidence and fail to be recognized as proper civilizations.,غالبًا ما تختفي الثقافات الصغيرة دون ترك أدلة تاريخية ذات صلة وتفشل في الاعتراف بها على أنها حضارات صحيحة.
مولدوفا جمهورية متعددة الإثنيات واللي عانات من الصراع الإثني.,Moldova is a multi-ethnic republic that has suffered from ethnic conflict.,مولدوفا هي جمهورية متعددة الأعراق عانت من الصراع العرقي.
الفلوس تيتبدلو غير فالبنكة الوحيدة في الجزراللي كاينة ف ستانلي فالطريق اللي جاي من محل FIC الغربي.,Money can be exchanged at the only bank in the islands which is located in Stanley across from the FIC West store.,يمكن تبادل الأموال في البنك الوحيد في الجزر ، والذي يقع في ستانلي ، مقابل متجر FIC West.
مونتفيديو كاينة فمنطقة شبه مدارية؛ تتكون الحرار فوق 30 درجة فأشهر الصيف.,"Montevideo is in the subtropics; in the summer months, temperatures above +30°C are common.",تقع مونتيفيديو في المناطق شبه الاستوائية ؛ في أشهر الصيف ، تكون درجات الحرارة فوق + 30 درجة مئوية شائعة.
بزاف دالكنائس التقليدية تيحتافلو بعيد الفصح فليلة السبت فعطلة عيد الفصح، وكتدخل الطوئف فالاحتفال فنص الليل باش يحتافلو ببعاث المسيح.,"More traditional churches often hold an Easter Vigil on Saturday night during the Easter weekend, with the congregations often breaking into celebration at the stroke of midnight to celebrate Christ's resurrection.",غالبًا ما تعقد الكنائس الأكثر تقليدية صلاة عيد الفصح في ليلة السبت خلال عطلة نهاية أسبوع عيد الفصح ، وغالبًا ما تتحطم الجماعات في الاحتفال عند ضرب منتصف الليل للاحتفال بقيامة المسيح.
وزيد أن الفشل فأن هادشي يتدار عندو نتائج خطيرة: انخفاض النمو وسوء التغذية والموت فالأخير.,"Moreover, failure to do so has serious consequences: growth depression, malnutrition, and ultimately death.",علاوة على ذلك، فإن الفشل في القيام بذلك له عواقب خطيرة: انخفاض النمو، سوء التغذية، والموت في نهاية المطاف.
كان الموساسوروس أقوى مفترس فالوقت ديالو ومكان تيخاف من حتى حاجة من غير بني جلدته.,"Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.",كان موساسوروس أعلى حيوان مفترس في وقته، لذلك لم يخاف من أي شيء، باستثناء موساسوروس أخرى.
معظم الوفيات كتوقع بسبب لعيا من بعد محاولة معاكسة التيار، اللي ممكن تكون مستحيلة.,"Most deaths happen as result of fatigue trying to swim back against the current, which may be impossible.",معظم الوفيات تحدث نتيجة للتعب في محاولة السباحة إلى الوراء ضد التيار ، والذي قد يكون مستحيلًا.
أغلب المقاطعات فيهم طوبيسات يابانية صغيرة اللي مريحة وصحيحة.,"Most districts are served by small Japanese Coaster Buses, which are comfortable and sturdy.",معظم المقاطعات تخدمها الحافلات اليابانية الصغيرة، والتي هي مريحة وقوية.
أغلب الحشرات قادرة أنها تخزن جناحها مورا ظهرها.,Most insects have the advantage of being able to fold their wings back along the body.,معظم الحشرات لديها ميزة أن تكون قادرة على طي أجنحتها للخلف على طول الجسم.
"أغلب التفسيرات على الحتمية التكنولوجية كتشارك جوج أفكار عامة: التطور التكنولوجي براسو غادي فواحد الطريق كتجاوز التأثير الثقافي والسياسي، وأن التكنولوجيا بدورها عندها ""تأثيرات"" على المجتمعات اللي عندها طابع توارثي أكثر من اللي كتأطر اجتماعيا.","Most interpretations of technological determinism share two general ideas: that the development of technology itself follows a path largely beyond cultural or political influence, and that technology in turn has ""effects"" on societies that are inherent, rather than socially conditioned.","تشترك معظم تفسيرات الحتمية التكنولوجية في فكرتين عامتين: أن تطوير التكنولوجيا نفسها يتبع مسارًا يتجاوز إلى حد كبير التأثير الثقافي أو السياسي ، وأن التكنولوجيا بدورها لها ""تأثيرات"" على المجتمعات المتأصلة ، بدلاً من أن تكون مشروطة اجتماعياً."
أغلب الأبحاث المعاصرة بالتيليسكوب هي تسهيلات كبيرة فالماطق البعيدة اللي فيها مناخ مزيان.,Most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions.,معظم التلسكوبات البحثية الحديثة هي مرافق ضخمة في المناطق النائية مع ظروف جوية مواتية.
معظم البنايات فحافة المنزه عاود ترممو باش يعطيو للسياح نظرة على كيفاش كانو فالأصل.,Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.,تم إعادة بناء معظم المباني على حواف المجمع من أجل إعطاء السياح فكرة أفضل عن كيف ظهرت في الأصل.
أغلب السفن البلطيقية غادي تبقا مازال ف سانت بيترسبيرغ، فروسيا.,"Most of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia.",معظم الرحلات البحرية في بحر البلطيق تتميز بإقامة طويلة في سانت بطرسبرغ، روسيا.
معظم حياة اليهود كانت على برا د الديور.,Most of the life of the Hebrew family happened in the open air.,معظم حياة العائلة العبرية حدثت في الهواء الطلق
أغلب الأديرة كتعطي غطاء للعيالات اللي تجيو ماواجدينش، ولكن إلا جبتي ديالك، خصوصا شي واحد فيه ألوان فاتحة، غايبتسملك الراهب والراهبة فالباب.,"Most of the monasteries do provide wraps for women who come unprepared, but if you bring your own, especially one with bright colors, you'll get a smile from the monk or nun at the entrance.",معظم الأديرة توفر ملابس للنساء اللاتي لا يجهزون ، ولكن إذا أحضرت ملابسك الخاصة ، وخاصة واحدة ذات ألوان زاهية ، فستحصل على ابتسامة من الراهب أو الراهبة عند المدخل.
أغلب الجزر هي أوطان مسقلة أو مرتبطة بفرنسا و كتسمى منتجعات شاطئية فاخرة.,"Most of the smaller islands are independent nations, or associated with France, and known as luxury beach resorts.",معظم الجزر الأصغر هي دول مستقلة ، أو مرتبطة بفرنسا ، ومعروفة باسم منتجعات الشاطئ الفاخرة.
صرحت السيدة كريشنر في المسرح الأرجنتيني على أنها غاترشح للرئاسة، وهاد لبلاصة هي لبلاصة الي كانت بدات فيها الحملة ديالها د 2005 للترشح لمجلس شيوخ كعضو في مجلس مقاطعة بوينوس أيريس.,"Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.",أعلنت السيدة كيرشنر عن نيتها في الترشح للرئاسة في المسرح الأرجنتيني ، وهو نفس المكان الذي استخدمته لبدء حملتها لعام 2005 لمجلس الشيوخ كعضو في وفد مقاطعة بوينس آيرس.
"كان محمد مهتم بأمور بعيدة على هاد الحياة الأرضية. كان تيمشي يدير التأمل فواحد لغار ولا معروف ""حراء"" فجبل ""النور"" (النور).",Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as “Hira‘” on the Mountain of “Noor” (light) for contemplation.,كان محمد مهتمًا بعمق بمسائل ما وراء هذه الحياة الدنيوية ، وكان يتردد على الكهف الذي أصبح معروفًا باسم هيرا على جبل نور للتأمل.
خسر موراي المجموعة الأولى فالشوط الفاصل بعدما دازو إرسالات صعاب فالمجموعة.,Murray lost the first set in a tie break after both men held each and every serve in the set.,خسر موراي المجموعة الأولى في التعادل بعد أن احتفظ كلا الرجلين بكل خدمة في المجموعة.
الطفرة كتزيد تنوع جيني جديد، والانتخاب تيحيدها من مجموعة النوع اللي كانت.,"Mutation adds new genetic variation, and selection removes it from the pool of expressed variation.",يضيف الطفرة اختلافًا وراثيًا جديدًا ، ويزيله الاختيار من مجموعة التباين المعبر عنه.
الطفرات ممكن يكون عندها تاُيرات مختلفة على حسب نوع الطفرة وأهمية العضو الجيني اللي تقاس بيها و واش الخلايا اللي تقاست هي من سلالة جرثومية.,"Mutations can have a variety of different effects depending on the type of mutation, the significance of the piece of genetic material affected and whether the cells affected are germ-line cells.",يمكن أن يكون للطفرات مجموعة متنوعة من التأثيرات المختلفة اعتمادًا على نوع الطفرة ، وأهمية قطعة المادة الوراثية المتضررة ، وما إذا كانت الخلايا المتضررة هي خلايا خط الجرثومية.
"المسؤول ديال برنامج المكوك د ناسا ن. واين هال جونيور قال أن الرغوة طاحت ""من بعد الوقت اللي كنا مهتمين بيها.""","NASA's shuttle program chief N. Wayne Hale Jr. said the foam had fallen ""after the time we are concerned about.""","""قال رئيس برنامج المكوك التابع لناسا ، ن. واين هيل جونيور ، إن الرغوة سقطت """"بعد الوقت الذي نحن قلقون فيه."""""""
هيئة الإذاعة اليابانية قالت أن محطة توليد الطاقة النووية Kashiwazaki Kariwa كانت خدامة بشكل عادي.,NHK also reported that the Kashiwazaki Kariwa nuclear power plant in Niigata prefecture was operating normally.,كما ذكرت NHK أن محطة كاشيوزاكي كاريوا للطاقة النووية في مقاطعة نيغاتا كانت تعمل بشكل طبيعي.
ركزو الطبيعيين والفلاسفة على الكيتب القديمة، وخصوصا الإنجيل باللاتينية.,"Naturalists and philosophers focused on classical texts and, in particular, on the Bible in Latin.",ركز علماء الطبيعة والفلاسفة على النصوص الكلاسيكية، وخاصة على الكتاب المقدس باللاتينية.
السياحة الطبيعية كتجبد الناس اللي مهتمين بزيارة المناطق الطبيعية بغرض الاستمتاع بالمناظر الطبيعية والنباتات والحيوانات البرية.,"Nature-based tourism attracts people interested in visiting natural areas for the purpose of enjoying the scenery, including plant and animal wildlife.",تجذب السياحة القائمة على الطبيعة الأشخاص المهتمين بزيارة المناطق الطبيعية لغرض الاستمتاع بالمناظر الطبيعية ، بما في ذلك النباتات والحيوانات البرية.
منحتاجش نقولك أنك إذا كنتي كتعرف شي لغة رومانسية فغادي يكون من السهل عليك أنك تتعلم البرتغالية.,"Needless to say, if you know a Romance language, it will be easier for you to learn Portuguese.",من غير الضروري القول، إذا كنت تعرف لغة رومانسية، سيكون من الأسهل بالنسبة لك لتعلم اللغة البرتغالية.
حاولو المفاوضين أنهم يصححو الوضعية، ولكن طلبات المسجونين مواضحاش.,"Negotiators tried to rectify the situation, but the prisoners' demands are not clear.",حاول المفاوضون تصحيح الوضع، لكن مطالب السجناء غير واضحة.
المعطيات العصبية الحيوية كاتعطي إثباتات فيزيائة على نهج نظري للبحث فالادراك. وهكا كتصغر مجال البحث وكتردو دقيق كثر.,Neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition. Therefore it narrows the research area and makes it much more exact.,توفر البيانات العصبية البيولوجية أدلة مادية لنهج نظري للتحقيق في الإدراك ، وبالتالي فإنها تضيق مجال البحث وتجعله أكثر دقة.
تعجبو المصريين القدام في عصر الدولة الحديثة من الآثار دلأسلاف ديالهم، واللي كان عمرها كثر من ألف عام ديك الساعة.,"New Kingdom ancient Egyptians marvelled at their predecessors monuments, which were then well over a thousand year old.",في المملكة الجديدة ، عجب المصريون القدامى من معالم سلفهم ، والتي كانت في ذلك الوقت أكثر من ألف عام.
بعض السروج، وخاصة السروج الإنجليزية، فيها قطبان دالأمان اللي كتمكن من أن جلد الركاب يطيح من السرج إلا جرو الفارس اللي طايح اللور.,"Next, some saddles, particularly English saddles, have safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider.",بعد ذلك ، تحتوي بعض السرج ، وخاصة السرج الإنجليزي ، على قضبان أمان تسمح لجلد السرج بالسقوط من السرج إذا تم سحبه إلى الخلف من قبل راكب سقط.
قالت إدارة الطيران الفيديرالية أن NextGen هو نظام اللي غادي يخلي الطائرات تطير مسافة قصيرة وتوفر ملايين الغالونات ديال الوقود كل عام وغادي تحبس انبعاث الكاربون.,NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions.,NextGen هو نظام يدعي FAA أنه سيسمح للطائرات بالطيران على طرق أقصر وتوفير ملايين الجالونات من الوقود كل عام وتقليل انبعاثات الكربون.
حتى شي طفل ماخاصو يكبر فمحيط متيعطيهش التغذية والرعاية والتعليم، ولكن كاينين اللي تيكبرو فمحيط بحال هادا.,"No child should ever have to grow up in an environment that is not nurturing, caring, and educational, but they do.",لا ينبغي على أي طفل أن يكبر في بيئة غير مغنية ورعاية وتعليمية ، لكنهم يفعلون ذلك.
ماغاديش يتزاد لمركوب والقطارات الفوق أرضية مغتحبسش ف ويمبلي، وبلايص لباركينغ مكينينش فوق الأرض.,"No extra transport is being put on and overground trains will not stop at Wembley, and car parking and park-and-ride facilities are unavailable at the ground.",لا يتم وضع أي وسائل نقل إضافية ، ولن تتوقف القطارات فوق الأرض في ويمبلي ، ولن تكون مرافق وقوف السيارات ومرافق الوقوف والركوب متوفرة على الأرض.
متوصلش الماسح الجيولوجي الأمريكي (USGS) ولا المركز الوطني للمعلومات المتعلقةبالزلازل بحتى شي تقرير عن خسائر.,No immediate reports of damage have been received by the United States Geological Survey (USGS) and its National Earthquake Information Center.,لم يتم تلقي أي تقارير فورية عن الضرر من قبل المسح الجيولوجي للولايات المتحدة ومركز معلومات الزلازل الوطني.
موقعاتش خسائر أولا إصابات كبيرة ف تونغا، غير الضو اللي تقطع مؤقتان، الشيء اللي مخلاش السلطات تتوصل بالتحذير من تسونامي اللي طلقو مركز المحيط الهادي للتحذير من تسونامي PTWC.,"No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.",لم يتم الإبلاغ عن أي أضرار أو إصابات كبيرة في تونغا ، ولكن فقدت الكهرباء مؤقتًا ، مما منع السلطات التونغية من تلقي تحذير تسونامي الصادر عن PTWC.
بالرغم من أنها كتبان مسالمة، إلا أن الجاموس والظبي ولغزال والدب وتقريبا كاع الحيوانات لكبيرة ممكن أنها تهاجم.,"No matter how docile they may look, bison, elk, moose, bears, and nearly all large animals can attack.",بغض النظر عن مدى تواضعهم ، يمكن أن يهاجم البيسون والأيل والأيل والدببة وكل الحيوانات الكبيرة تقريبًا.
حتى شي تحذير من تسونامي متعطى، وبحسب وكالة جاكارتا للجيوفيزياء، مغادي يتعطى حتى شي تحذير لاحقاش الزلزال موصلش لدرجة 6.5 المطلوبة.,"No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement.",لم يتم إصدار أي تحذير من تسونامي ، ووفقًا لوكالة الجيوفيزياء في جاكرتا ، لن يتم إصدار أي تحذير من تسونامي لأن الزلزال لم يلبي متطلبات الحجم 6.5 .
شواطئ الساحل الشرقي (فمقاطعة الميناء الغربي) كاينة فالمحيط الهادي وكيمتدو من شاطئ لونغ باي فالشمال حتال دوفونبورت فالجنوب.,North Shore beaches (in North Harbour district) are on the Pacific Ocean and stretch from Long Bay in the north to Devonport in the south.,تقع شواطئ الشاطئ الشمالي (في منطقة نورث هاربور) على المحيط الهادئ وتمتد من لونغ باي في الشمال إلى ديفونبورت في الجنوب.
حتى حاجة مكاتبان من غير السما الزوينة والصافة والجبال اللي دايرين. شي حاجة قليلة من هاد العالم هي اللي كاتشاف أولا كاتسمع من داخل الكهف.,"Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave.",لا يمكن رؤية أي شيء سوى السماء الصافية والجميلة أعلاه والعديد من الجبال المحيطة بها ، ولا يمكن رؤية أو سماع القليل جدًا من هذا العالم من داخل الكهف.
المطبخ الجاوي متوفر على نطاق واسع فأنحاء الأرخبيل، وكايتميز بمجموعة من الأطباق ساهلة التحضير، والنكهات اللي سايدة وتيفضلها الجاويون هي كاوكاو والفلفل الحارة والسكر (خاصة سكر جوز الهند الجاوي) والعطرية المختلفة.,"Now widely available throughout the archipelago, Javanese cuisine features an array of simply seasoned dishes, the predominant flavorings the Javanese favor being peanuts, chillies, sugar (especially Javanese coconut sugar) and various aromatic spices.",الآن متوفرة على نطاق واسع في جميع أنحاء الأرخبيل ، تتميز المطبخ الجاواني بمجموعة من الأطباق ذات التوابل البسيطة ، حيث تكون النكهات السائدة التي يفضلها الجاوانيون هي الفول السوداني والفلفل الحار والسكر (خاصة سكر جوز الهند الجاواني) والتوابل العطرية المختلفة.
حيوان الأصلوت تياكل الحيوانات الصغيرة. تيشد لقرودة ولحنوشة والقوارض والطيور إلى لقا كيفاش. الحيوانات اللي تيصيدها حيوان الأصلوت تقريبا كلها أصغر منو.,"Ocelots like to eat small animals. They will catch monkeys, snakes, rodents and birds if they can. Almost all of the animals that the ocelot hunts are far smaller than it is.",يحب Ocelot أن يأكل الحيوانات الصغيرة ، وسوف يصطاد القردة والثعابين والقوارض والطيور إذا كان بإمكانهم ، تقريبًا جميع الحيوانات التي يصطادها Ocelot أصغر بكثير مما هو عليه.
بطبيعة الحال أن الأرباح الكبيرة اللي نتجات على الاستغلال ديال الشعب الفليبيني هي المكاسب الأساسية نتاع الإمبريالية الأمريكية.,"Of course, the superprofits derived from the protracted exploitation of the Filipino people would constitute the basic gains of U.S. imperialism.",بالطبع ، فإن الأرباح الفائقة المستمدة من الاستغلال المطول للشعب الفلبيني ستشكل المكاسب الأساسية للإمبريالية الأمريكية.
المسؤولين ديال مدينة أمستردام ومتحف آن فرانك تيقولو أن الشدرة كانت متأثر بالفطريات وكتشكل خطر على الصحة العامة وقالو أنه كان خطر ديال أنها قريبة تطيح.,Officials for the city of Amsterdam and the Anne Frank Museum state that the tree is infected with a fungus and poses a public health hazard as they argue that it was in imminent danger of falling over.,ويقول مسؤولون في مدينة أمستردام ومتحف آن فرانك إن الشجرة مصابة بفطريات وتشكل خطرا على الصحة العامة، حيث يجادلون بأنها كانت في خطر وشيك من السقوط.
قال أوليفير ساكس فالورقة البحثية ديالو، تحت عنوان خطاب الرئيس، أن الناس اللي مقادرينش يفهمو الخطاب بسباب خلل فالدماغ قادرين واخا هكاك على تقييم الإخلاص بدقة.,"Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.",أشار أوليفر ساكس ، في ورقته The President's Speech ، إلى كيفية قدرة الأشخاص الذين لا يستطيعون فهم الكلام بسبب تلف الدماغ على تقييم الصدق بدقة.
"ف 15 غشت 1940، دخلو الحلفاء لجنوب فرنسا، الغزو تسمى ""عملية دراغون"".","On 15 August 1940, the Allies invaded southern France, the invasion was called ""Operation Dragoon"".","في 15 أغسطس 1940 ، غزا الحلفاء جنوب فرنسا ، وأطلق على الغزو اسم ""عملية دراغون""."
علنات السكريترة الدائمة فلجنة نوبل للأدب فالأكاديمية السويدية سارة دانيوس نهار الإثنين فواحد البرنامج فراديو Sveriges فالسويد أن اللجنة اللي مقدراتش توصل لبوب ديلان براسو باش تخبرو بالفوز بجائزة نوبل في الأدب لعام 2016 وقفت محاولة للوصول إليه.,"On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",أعلنت سارة دانيوس، السكرتيرة الدائمة للجنة نوبل للأدب في الأكاديمية السويدية، خلال برنامج إذاعي على راديو Sveriges Radio في السويد أن اللجنة، التي لم تتمكن من الوصول مباشرة إلى بوب ديلان حول الفوز بجائزة نوبل في الأدب لعام 2016، قد تخلت عن جهودها للوصول إليه.
